factset_entity_id,Discrepancy Column,,,
00BP39-E,,,Number of Discrepancies,1
002HPZ-E,,,,
05LSZ7-E,,,,
0036PT-E,,,,
0BJ4DG-E,,,,
001WDR-E,,,,
00B00Z-E,,,,
05HHM8-E,,,,
0084T7-E,,,,
06HF52-E,,,,
0FSJCB-E,,,,
0B0T3M-E,,,,
0FWM04-E,,,,
0D8FLF-E,,,,
0D0MLJ-E,,,,
002J36-E,,,,
09K27Q-E,,,,
0DLBTN-E,,,,
000F48-E,,,,
05LVW3-E,,,,
003C59-E,,,,
0CJCDM-E,,,,
0616JF-E,,,,
07SP1C-E,,,,
000TSV-E,,,,
06QFGD-E,,,,
00C7S6-E,,,,
0041B9-E,,,,
003FPZ-E,,,,
05FW7T-E,,,,
0FB0M7-E,,,,
000CS6-E,,,,
000ZJZ-E,,,,
00BQQ7-E,,,,
00CF5D-E,,,,
0K6R76-E,,,,
0897XW-E,,,,
0FL12Y-E,,,,
006ZKQ-E,,,,
0044TS-E,,,,
06354F-E,,,,
0012SH-E,,,,
00371D-E,,,,
05VKRN-E,,,,
077B95-E,,,,
06T784-E,,,,
0035VM-E,,,,
076PV8-E,,,,
05J6J6-E,,,,
07V6GG-E,,,,
006SZW-E,,,,
0CFM3M-E,,,,
05TPF6-E,,,,
05FSHC-E,,,,
00D16B-E,,,,
00888R-E,,,,
007287-E,,,,
008NDQ-E,,,,
06HD4X-E,,,,
0HTPHV-E,,,,
0CGG94-E,,,,
00B80R-E,,,,
00F0KS-E,,,,
06PJ0J-E,,,,
0KJ9GF-E,,,,
0023BK-E,,,,
002HK2-E,,,,
06F323-E,,,,
009K94-E,,,,
0CP0LQ-E,,,,
00FC97-E,,,,
00CF7P-E,,,,
009ZN6-E,,,,
004WK9-E,,,,
002J8S-E,,,,
0790QT-E,,,,
002N2Z-E,,,,
0G1V0D-E,,,,
06RWJ6-E,,,,
003XST-E,,,,
003R3W-E,,,,
003RPB-E,,,,
006XRW-E,,,,
003BWY-E,,,,
05V3G2-E,,,,
0098XC-E,,,,
005HLX-E,,,,
002HMW-E,,,,
003T1Z-E,,,,
05H66N-E,,,,
06NXCK-E,,,,
05G7PL-E,,,,
07BXD5-E,,,,
002G6W-E,,,,
0DNJ84-E,,,,
06W6MD-E,,,,
0C84W4-E,,,,
0C97QM-E,,,,
00890T-E,,,,
0093MW-E,,,,
0DN5YT-E,,,,
00DYTR-E,,,,
0CB5ZJ-E,,,,
003N3Z-E,,,,
0G833F-E,,,,
09HPST-E,,,,
06L89J-E,,,,
07FB92-E,,,,
05LPYZ-E,,,,
06RSFN-E,,,,
00BR1S-E,,,,
0HW57L-E,,,,
006W0X-E,,,,
05FBK8-E,,,,
0C95KW-E,,,,
00D0Q3-E,,,,
09ZXDH-E,,,,
06XGH3-E,,,,
00GMBL-E,,,,
0FN0Y2-E,,,,
0C7RX5-E,,,,
004HVM-E,,,,
0020XP-E,,,,
00355P-E,,,,
065HXT-E,,,,
0DVZTT-E,,,,
002C9T-E,,,,
07GKVJ-E,,,,
0BH5FN-E,,,,
05K601-E,,,,
0J3RB9-E,,,,
0024QD-E,,,,
007XVT-E,,,,
0FNBV5-E,,,,
003Z74-E,,,,
002LZQ-E,,,,
06FDL7-E,,,,
073X4S-E,,,,
002JZQ-E,,,,
0DSLF0-E,,,,
00309Z-E,,,,
0GNCNL-E,,,,
0045D0-E,,,,
0021NV-E,,,,
009VBD-E,,,,
003PBV-E,,,,
07401Y-E,,,,
0DDXX8-E,,,,
00908K-E,,,,
000RBY-E,,,,
007L50-E,,,,
00FYXL-E,,,,
000KYY-E,,,,
000PJ2-E,,,,
06NNML-E,,,,
001BWL-E,,,,
07534Q-E,,,,
00D16N-E,,,,
0GHDZ5-E,,,,
0020J6-E,,,,
002TZ7-E,,,,
003JL0-E,,,,
0032BS-E,,,,
05PPM6-E,,,,
0081VN-E,,,,
06V8SN-E,,,,
0B77ZY-E,,,,
0KMSZR-E,,,,
00B74W-E,,,,
000Y5N-E,,,,
06J20G-E,,,,
0786W0-E,,,,
0080JJ-E,,,,
002HQ8-E,,,,
00FC9V-E,,,,
05HF97-E,,,,
002LKS-E,,,,
000VN3-E,,,,
001GH2-E,,,,
002D1S-E,,,,
0C2SDW-E,,,,
002B27-E,,,,
09B2QQ-E,,,,
0GW1BP-E,,,,
00DY7Z-E,,,,
002HXY-E,,,,
0011MF-E,,,,
00CHTS-E,,,,
006LJ8-E,,,,
00759R-E,,,,
0G7WV0-E,,,,
05F0Y5-E,,,,
05PR1X-E,,,,
078HM2-E,,,,
002PKG-E,,,,
0DSK3F-E,,,,
05FB9Q-E,,,,
063173-E,,,,
0JT136-E,,,,
002PC5-E,,,,
0CQ6WR-E,,,,
007QWK-E,,,,
00FDL5-E,,,,
00G3YD-E,,,,
008C2W-E,,,,
004N8C-E,,,,
0J3R9R-E,,,,
07M096-E,,,,
06RFQ7-E,,,,
002HCF-E,,,,
08D836-E,,,,
06RL19-E,,,,
008HXR-E,,,,
009ZBQ-E,,,,
007L5S-E,,,,
00GM9P-E,,,,
0090GR-E,,,,
00BSDK-E,,,,
002HZQ-E,,,,
001X1F-E,,,,
06ZPRF-E,,,,
06RC51-E,,,,
05FWM3-E,,,,
002GW8-E,,,,
00D10W-E,,,,
0CRC1Y-E,,,,
0FL13F-E,,,,
0JKJDR-E,,,,
001M1K-E,,,,
07PDC9-E,,,,
0DLS9C-E,,,,
07FRVT-E,,,,
05HHZZ-E,,,,
000LS1-E,,,,
067JZK-E,,,,
0JWJSH-E,,,,
0J1HZH-E,,,,
00G3TN-E,,,,
0BV10H-E,,,,
0CZ6BN-E,,,,
07FSTV-E,,,,
00DNYG-E,,,,
0019V6-E,,,,
002JCP-E,,,,
0090F1-E,,,,
00CF06-E,,,,
0C9BDT-E,,,,
00908M-E,,,,
0FBLBK-E,,,,
0083C9-E,,,,
008ZWR-E,,,,
0G37B1-E,,,,
006WRS-E,,,,
008FK8-E,,,,
0B8XKG-E,,,,
002B1T-E,,,,
00993N-E,,,,
0CM5MX-E,,,,
0BT27C-E,,,,
0HYLJ9-E,,,,
09G8HG-E,,,,
006WKJ-E,,,,
00GLYW-E,,,,
0DLC34-E,,,,
0DFJNL-E,,,,
0K9HC7-E,,,,
0G2H36-E,,,,
0C3QFM-E,,,,
0HJ8ZD-E,,,,
00419M-E,,,,
002G6F-E,,,,
0634YQ-E,,,,
063PY7-E,,,,
05G6HM-E,,,,
000W78-E,,,,
0BHVMQ-E,,,,
002VJ6-E,,,,
00353D-E,,,,
00B0HC-E,,,,
06QXX1-E,,,,
088FBK-E,,,,
05ZC37-E,,,,
0CG5VT-E,,,,
00F4V1-E,,,,
000CQ8-E,,,,
07L7PH-E,,,,
000JRF-E,,,,
0J3RB2-E,,,,
0C98FV-E,,,,
0B6CDY-E,,,,
008SDS-E,,,,
00FK4K-E,,,,
00BR1R-E,,,,
06FK3R-E,,,,
05ZWR5-E,,,,
09HLYQ-E,,,,
003G8D-E,,,,
0B6RGT-E,,,,
005HSK-E,,,,
06TP6S-E,,,,
0C2Y8X-E,,,,
004F8Y-E,,,,
00GMZ0-E,,,,
009ZDM-E,,,,
06773B-E,,,,
06VGMV-E,,,,
0G50KK-E,,,,
0H293G-E,,,,
00F27Q-E,,,,
0J3R9P-E,,,,
002GYV-E,,,,
00C8F3-E,,,,
002HWC-E,,,,
05HNR0-E,,,,
000VDR-E,,,,
007C7Q-E,,,,
080ZT8-E,,,,
002J2W-E,,,,
05N37V-E,,,,
00CJ62-E,,,,
006WK5-E,,,,
0DN5YR-E,,,,
0H1FJ2-E,,,,
05GGNX-E,,,,
099KC8-E,,,,
002GLJ-E,,,,
00B6NQ-E,,,,
009ZPL-E,,,,
00D101-E,,,,
0DM0SV-E,,,,
05K7X7-E,,,,
070YNG-E,,,,
002SM5-E,,,,
06B8S9-E,,,,
0036YL-E,,,,
0090PB-E,,,,
009B3W-E,,,,
005LH4-E,,,,
0CK3S6-E,,,,
07BP01-E,,,,
00C958-E,,,,
05FWH1-E,,,,
0BT278-E,,,,
06DH0D-E,,,,
0HMKPR-E,,,,
0020YX-E,,,,
0CGSD3-E,,,,
0HW51G-E,,,,
05Z72B-E,,,,
002LX8-E,,,,
0J3RBB-E,,,,
0023LL-E,,,,
003S5K-E,,,,
05LJC9-E,,,,
06F08W-E,,,,
00DQFD-E,,,,
0FM4BL-E,,,,
06VLK0-E,,,,
008JM2-E,,,,
002H5G-E,,,,
00G2BL-E,,,,
0019F9-E,,,,
001DX6-E,,,,
097QCS-E,,,,
000RFJ-E,,,,
05FWJG-E,,,,
05MM82-E,,,,
0HMKPZ-E,,,,
063P34-E,,,,
0G5TQR-E,,,,
0D9Z6Q-E,,,,
009ZNX-E,,,,
0CY9JM-E,,,,
003RL7-E,,,,
0C00QW-E,,,,
05NK94-E,,,,
0CBJS2-E,,,,
05KK0R-E,,,,
0027KF-E,,,,
09T509-E,,,,
0GC9VL-E,,,,
0JGYB3-E,,,,
002V75-E,,,,
0015D1-E,,,,
05N6LM-E,,,,
0JJNHW-E,,,,
0GWGG2-E,,,,
002SWZ-E,,,,
004DL5-E,,,,
07PSFP-E,,,,
06K458-E,,,,
0025VG-E,,,,
006QM6-E,,,,
003SJG-E,,,,
0CC815-E,,,,
003HJH-E,,,,
078BHY-E,,,,
05NWBC-E,,,,
0078BH-E,,,,
0J3R9D-E,,,,
0CVX9Z-E,,,,
072T09-E,,,,
0DJBVQ-E,,,,
0030B5-E,,,,
001K5G-E,,,,
00GM3Z-E,,,,
002GTJ-E,,,,
002H2H-E,,,,
05PD1Z-E,,,,
09R6KG-E,,,,
00C68W-E,,,,
003L2T-E,,,,
07499V-E,,,,
000KHW-E,,,,
001Q6P-E,,,,
0CWH11-E,,,,
0GKZWF-E,,,,
002QJF-E,,,,
0G7WVG-E,,,,
05NWCM-E,,,,
06NDWZ-E,,,,
009WVG-E,,,,
0GVFFK-E,,,,
068ZS5-E,,,,
002GTC-E,,,,
05J5GV-E,,,,
002YSD-E,,,,
06V4JV-E,,,,
05HR47-E,,,,
0B0MYY-E,,,,
002JS5-E,,,,
000WX2-E,,,,
001WLC-E,,,,
00384Z-E,,,,
0083NR-E,,,,
006NZ0-E,,,,
006WL5-E,,,,
002J9N-E,,,,
0D7GT9-E,,,,
00CFDL-E,,,,
009JLH-E,,,,
05J24Z-E,,,,
000P7W-E,,,,
06N8G7-E,,,,
009MNR-E,,,,
005DCW-E,,,,
06TLBF-E,,,,
002G02-E,,,,
000BQC-E,,,,
00CWD0-E,,,,
009DQF-E,,,,
001PHW-E,,,,
07ZT0Z-E,,,,
009XW1-E,,,,
0671MD-E,,,,
05GGL5-E,,,,
00BQYN-E,,,,
075L64-E,,,,
0073PD-E,,,,
064130-E,,,,
09Y7WB-E,,,,
05F2XR-E,,,,
002JJF-E,,,,
0C7VZM-E,,,,
0615BF-E,,,,
002HJV-E,,,,
0071ZM-E,,,,
07FRYN-E,,,,
008Z0W-E,,,,
002GX0-E,,,,
06JRQ7-E,,,,
06144H-E,,,,
0C9X8K-E,,,,
0DHD9L-E,,,,
0HW5BW-E,,,,
07N8Z6-E,,,,
0C9NFD-E,,,,
002SCN-E,,,,
000JND-E,,,,
0D9BRM-E,,,,
0DF3K1-E,,,,
002TX2-E,,,,
07WFXN-E,,,,
07L9JK-E,,,,
000SSF-E,,,,
002GLL-E,,,,
06TM39-E,,,,
0D77QJ-E,,,,
005F59-E,,,,
0JWJWF-E,,,,
07NW2S-E,,,,
0016NV-E,,,,
005KCT-E,,,,
0BBTCD-E,,,,
006SL3-E,,,,
00G591-E,,,,
09VFDK-E,,,,
0015RZ-E,,,,
0HW56D-E,,,,
000KYG-E,,,,
05G95Q-E,,,,
05FFQK-E,,,,
06RW2Z-E,,,,
0FC2SR-E,,,,
0D8KG7-E,,,,
0HW58Q-E,,,,
002HB3-E,,,,
05FGHN-E,,,,
07NCT3-E,,,,
06FBCZ-E,,,,
00FRFV-E,,,,
0HW5CJ-E,,,,
0DLDH5-E,,,,
0076ZG-E,,,,
0603VH-E,,,,
008FMQ-E,,,,
000F4S-E,,,,
0CKRNM-E,,,,
05FDPM-E,,,,
0DBQ50-E,,,,
06QQQD-E,,,,
0GM39V-E,,,,
006W5S-E,,,,
00D178-E,,,,
05NFLH-E,,,,
05GMTB-E,,,,
001XQN-E,,,,
05NWC1-E,,,,
00CFBW-E,,,,
05T1GC-E,,,,
0G2DJ3-E,,,,
05LTQW-E,,,,
08BW89-E,,,,
009Z8Z-E,,,,
06S5YN-E,,,,
001QSB-E,,,,
00C2F6-E,,,,
060PD1-E,,,,
00570H-E,,,,
001LLD-E,,,,
0C9CJT-E,,,,
05G28F-E,,,,
0085Q4-E,,,,
0HG234-E,,,,
05G69G-E,,,,
002XT5-E,,,,
002TJ5-E,,,,
05MCJM-E,,,,
05JLG6-E,,,,
001YQQ-E,,,,
08146F-E,,,,
002HBH-E,,,,
07PQ37-E,,,,
006WXQ-E,,,,
005GBC-E,,,,
002JZ5-E,,,,
0DKRLY-E,,,,
00DQSY-E,,,,
0CZFHW-E,,,,
081GCH-E,,,,
069LR3-E,,,,
0J3R9L-E,,,,
0C125Q-E,,,,
05FZDK-E,,,,
0F1PMB-E,,,,
0C366R-E,,,,
002Y34-E,,,,
06GN53-E,,,,
0G5T4H-E,,,,
05KK5Z-E,,,,
003K09-E,,,,
00DNP1-E,,,,
07PCNT-E,,,,
0022PM-E,,,,
00BF4K-E,,,,
00CG8W-E,,,,
0GVFFL-E,,,,
001ZFZ-E,,,,
0DFQXF-E,,,,
05J2D3-E,,,,
0629QY-E,,,,
000ZJT-E,,,,
07M5B1-E,,,,
0J3RB7-E,,,,
0C6TDJ-E,,,,
00DPGW-E,,,,
0BF6B5-E,,,,
001J2W-E,,,,
0D4RF1-E,,,,
00D17B-E,,,,
001WLZ-E,,,,
06T6J2-E,,,,
0J29HY-E,,,,
0703VH-E,,,,
0090KB-E,,,,
005HTX-E,,,,
007HD0-E,,,,
08HWXN-E,,,,
007KDG-E,,,,
00D6Z3-E,,,,
000DSG-E,,,,
006JDZ-E,,,,
002TZW-E,,,,
000CC1-E,,,,
0BWXCH-E,,,,
06TLC8-E,,,,
0KMH0S-E,,,,
002HK3-E,,,,
008913-E,,,,
008MY6-E,,,,
002F7R-E,,,,
002H67-E,,,,
008BSY-E,,,,
0D4V1N-E,,,,
0606KR-E,,,,
0D04XB-E,,,,
003HZ1-E,,,,
05JK6B-E,,,,
06TLBM-E,,,,
00205T-E,,,,
00CF72-E,,,,
001HQW-E,,,,
05J2KG-E,,,,
006WQM-E,,,,
07NF2M-E,,,,
07LN1X-E,,,,
05KJJC-E,,,,
009JXL-E,,,,
0FDTGC-E,,,,
0HMKPQ-E,,,,
002HSJ-E,,,,
002H05-E,,,,
0060P3-E,,,,
001ZQN-E,,,,
00CVG1-E,,,,
0H3ZDK-E,,,,
000CS1-E,,,,
000PGJ-E,,,,
0087GZ-E,,,,
0FSVG4-E,,,,
002JBT-E,,,,
086GKL-E,,,,
009S3D-E,,,,
003CM5-E,,,,
004958-E,,,,
009ZMC-E,,,,
0CQ6WJ-E,,,,
007RR1-E,,,,
06HD4W-E,,,,
06LRXS-E,,,,
09SL4M-E,,,,
0HW5C0-E,,,,
002LQM-E,,,,
000KR6-E,,,,
06HCR2-E,,,,
0C8B70-E,,,,
0089KX-E,,,,
074MLN-E,,,,
07L29P-E,,,,
0CKTT9-E,,,,
003TB0-E,,,,
07JNMW-E,,,,
00B2V4-E,,,,
006WXS-E,,,,
00CXD3-E,,,,
05FWC8-E,,,,
0D775L-E,,,,
05YJ0Y-E,,,,
000DRH-E,,,,
001CVX-E,,,,
0HMKPP-E,,,,
002GV2-E,,,,
0J425C-E,,,,
002HQX-E,,,,
0GT5LZ-E,,,,
000JR0-E,,,,
0FJ587-E,,,,
009SL8-E,,,,
0018T1-E,,,,
00D1CP-E,,,,
05HGZK-E,,,,
0D5W9S-E,,,,
07GKTZ-E,,,,
00B76C-E,,,,
05G667-E,,,,
0JWJSK-E,,,,
0CR987-E,,,,
000DST-E,,,,
05NZD3-E,,,,
002JZF-E,,,,
0030F2-E,,,,
05GG97-E,,,,
06NB22-E,,,,
0FJ8NF-E,,,,
000FFR-E,,,,
0G5QTW-E,,,,
001Y7K-E,,,,
062951-E,,,,
07FYDZ-E,,,,
067TYW-E,,,,
05LQHS-E,,,,
00BB6T-E,,,,
000SV2-E,,,,
001QHK-E,,,,
00209H-E,,,,
002M9R-E,,,,
0HW57S-E,,,,
000R4W-E,,,,
0BZPSD-E,,,,
05N0RF-E,,,,
0J3RB5-E,,,,
05HXKM-E,,,,
002MKZ-E,,,,
001TFX-E,,,,
0G2DJ1-E,,,,
003B64-E,,,,
000WV4-E,,,,
0041CX-E,,,,
002MSQ-E,,,,
0BTXBD-E,,,,
0021HZ-E,,,,
000XYB-E,,,,
05N3H9-E,,,,
06LFB1-E,,,,
00FYFV-E,,,,
0619FD-E,,,,
0035K2-E,,,,
0CCRXC-E,,,,
05HDZT-E,,,,
062LJP-E,,,,
0BWBM1-E,,,,
002B3M-E,,,,
0FRHKS-E,,,,
0BPXT0-E,,,,
0BKPPQ-E,,,,
000L8P-E,,,,
05H8Q7-E,,,,
0616LC-E,,,,
002JC4-E,,,,
0CM5K0-E,,,,
008RGH-E,,,,
0D4H0Y-E,,,,
00CF80-E,,,,
000CRY-E,,,,
002J3D-E,,,,
06QFY4-E,,,,
0GT07Z-E,,,,
00CFBB-E,,,,
000WXY-E,,,,
0BGFZL-E,,,,
002LY0-E,,,,
06RND3-E,,,,
09PS3T-E,,,,
0B8XS7-E,,,,
0090SL-E,,,,
0CKDCM-E,,,,
06KTXV-E,,,,
0H2ZKB-E,,,,
0FDXC9-E,,,,
002HF8-E,,,,
00CLZB-E,,,,
0J1JFZ-E,,,,
0HW5BN-E,,,,
0CJ05X-E,,,,
009JR9-E,,,,
0023C1-E,,,,
0098G4-E,,,,
000LBW-E,,,,
05G4JP-E,,,,
006X4J-E,,,,
002J6C-E,,,,
002TQ2-E,,,,
00FC7Q-E,,,,
0049KM-E,,,,
06V1QJ-E,,,,
09SFRT-E,,,,
07D3BV-E,,,,
089WD6-E,,,,
005JJ2-E,,,,
0JGV3T-E,,,,
002KJZ-E,,,,
00D1FV-E,,,,
002GHK-E,,,,
0KMSSN-E,,,,
089108-E,,,,
05HYY8-E,,,,
00FF6P-E,,,,
077GBV-E,,,,
05FWFX-E,,,,
0C0PH1-E,,,,
008GRP-E,,,,
0BB07D-E,,,,
002Y81-E,,,,
